Name,Monoisotopic_mass,Formula
"Ethyl 2-[(diphenylmethylidene)amino]-5,5,6,6,7,7,8,8,8-nonafluorooctanoate",513.1350327,C23H20F9NO2
"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluorononanamide",462.9864931,C9H2F17NO
"1,1,1,2,2,3,3,4,7,7,8,8,8-Tridecafluorooct-4-ene",346.0027167,C8H3F13
"Pentafluorosulfide Perfluoroalkyl (linear) sulfonic acids, n=5",457.9127584,C5HF15O3S2
"1-Undecene, 4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-heptadecafluoro-",460.0119796,C11H5F17
"3-Amino-4,4,5,5,6,6,6-heptafluoro-1-phenylhex-2-en-1-one",315.0494113,C12H8F7NO
"10,10-Diethoxy-1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-heptadecafluorodecane",536.0644091,C14H13F17O2
"N,N'-1,4-Phenylenebis(perfluorobutanamide)",500.0205723,C14H6F14N2O2
2-(Tridecafluorohexyl)-1H-benzimidazole,436.0245148,C13H5F13N2
"1-Heptanesulfonyl chloride, 3,3,4,4,5,5,6,6,7,7,7-undecafluoro-",395.944488,C7H4ClF11O2S
"Dimethyl(3,3,4,4,5,5,6,6,6-nonafluorohexyl)chlorosilane",340.0096583,C8H10ClF9Si
"1H,1H-Perfluorononylamine",449.0072285,C9H4F17N
2-Iodo-4-(tridecafluorohexyl)thiophene,527.8714354,C10H2F13IS
Perfluoroglutaric anhydride,221.9751631,C5F6O3
"ether-substituted perfluoroalkyl (linear) caborxylic acids, n=0",179.9845849,C3HF5O3
Tribromofluoromethane,267.7534169,CBr3F
"4,4,5-trifluoro-2,5-bis(trifluoromethyl)-1,3-dioxolane-2-carbonyl fluoride",309.9687759,C6F10O3
"(5E)-1,1,1,2,2,3,3,4,4-Nonafluorododec-5-ene",330.1030043,C12H15F9
"1-Octanesulfonamide, N,N',N''-[phosphinylidynetris(oxy-2,1-ethanediyl)]tris[N-ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-",1756.978181,C36H27F51N3O10PS3
"2-Propenoic acid, 2-[ethyl[(pentadecafluoroheptyl)sulfonyl]amino]ethyl ester",575.0247516,C14H12F15NO4S
"N-{4-[(1,1,2,2,3,3,4,4,4-Nonafluorobutane-1-sulfonyl)amino]benzene-1-sulfonyl}acetamide",495.9809167,C12H9F9N2O5S2
Perfluorobutane sulfonamidoacetic acid,356.9717321,C6H4F9NO4S
"2,2,3,3,4,4,5,5,6,6,7,7,7-Tridecafluoro-1-[4-(2-hydroxyethyl)piperazin-1-yl]heptan-1-one--hydrogen chloride (1/1)",476.0769443,C13H13F13N2O2
"Perfluoro-2,5,8-trimethyl-3,6,9-trioxadodecanoyl fluoride",663.9413353,C12F24O4
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluoro-10-iodododecane",601.9399277,C12H8F17I
"2,4,4,5,7,7,8,10,10,11,13,13,14,14,15,15,15-Heptadecafluoro-2,5,8,11-tetrakis(trifluoromethyl)-3,6,9,12-tetraoxapentadecan-1-oic acid",827.9310056,C15HF29O6
"multiple ether-substituted Perfluoroalkyl (linear) sulfonic acids, n=2",431.9337105,C6HF13O5S
"Silane, trimethoxy(3,3,4,4,5,5,6,6,6-nonafluorohexyl)-",368.0490246,C9H13F9O3Si
Potassium decafluoro(trifluoromethyl)cyclohexanesulphonate,411.9438812,C7HF13O3S
"1,1,1,2-Tetrafluoro-4-iodo-2-(trifluoromethyl)octane",379.9871958,C9H12F7I
"Perfluoroalkyl (linear) dicarboxylic acids, n=11",639.9601789,C13H2F22O4
"1,1,1,2,2,5,5,6,6,7,7,8,8,9,9,9-Hexadecafluoronon-3-ene",413.9901013,C9H2F16
2-Perfluorodecyl ethanoic acid,577.9797715,C12H3F21O2
"1-Bromoperfluoro-2,5,8-trioxadodecane",595.8727426,C9BrF19O3
"Bis(2-hydroxyethyl)ammonium bis(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,16-nonacosafluorohexadecyl) phosphate",1589.931231,C32H9F58O4P
"perfluoroalkanesulfonamido quaternary ammonium oxide, n=7",550.040736,C12H13F15N2O3S
"n:2 perfluoroalkyl acrylates, n=14",846.0295974,C21H11F29O2
"2,3,4,4,5,5,6,6,6-Nonafluoro-2,3-bis(trifluoromethyl)hexanoic acid",413.9737023,C8HF15O2
2-(o-Cyanophenoxy)-3'-hydroxy-4'-(perfluorobutyryl)aminotetradecananilide,647.2594041,C31H36F7N3O4
"3-(Ethanesulfonyl)-2-ethyl-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)benzoic acid",410.042277,C14H13F7O4S
Hentriacontafluorohexadecanoyl fluoride,815.943817,C16F32O
6-(1-Methylethylidene)-5-(triphenylphosphoranylidene)-(perfluoro)-nonan-4-one,694.1106466,C30H21F14OP
Heptadecafluorononanoic acid--N-methylmethanamine (1/1),463.9705087,C9HF17O2
Perfluorovaleraldehyde,247.9883685,C5HF9O
Perfluorocyclohexanecarbonyl bromide,387.8956877,C7BrF11O
"1,1,1,2,2,3,5,5,6,6,7,7,7-Tridecafluorohept-3-ene",331.9870666,C7HF13
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,21,21,22,22,23,23,24,24,25,25,26,26,27,27,28,28,29,29,30,30,30-Dotetracontafluorotriacontane",1178.089435,C30H20F42
"1,1,1,2,2,3,3,4,4,5,5,6,6-Tridecafluoro-8-(pentyloxy)octane",434.0915317,C13H15F13O
2-Allyloxyperfluoroethanesulfonyl fluoride,239.9879558,C5H5F5O3S
Perfluoro-1-decene,499.968064,C10F20
"2-Ethyl-3,4,4,5,5,6,6,7,7,8,8,8-dodecafluorooct-2-enal",370.0227032,C10H6F12O
"4-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)-2-methoxyaniline",291.0494113,C10H8F7NO
Perfluorohexane sulfonamido amine,484.049015,C11H13F13N2O2S
"5-Benzamido-2,4-dibromo-N-[4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-2,6-dimethylphenyl]benzamide",667.954501,C25H17Br2F7N2O2
"Phosphonic acid, [3-[ethyl[(heptadecafluorooctyl)sulfonyl]amino]propyl]-",648.9980591,C13H13F17NO5PS
"N-(3,4-Dichlorophenyl)-2,2,3,3,4,4,4-heptafluorobutanamide",356.9558166,C10H4Cl2F7NO
"Bis(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl) 2-methylidenebutanedioate",822.0320421,C21H12F26O4
"2-[(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)oxy]ethan-1-ol",308.0458833,C8H9F9O2
"1-Bromo-4-(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)benzene",501.9601798,C14H8BrF13
"1,1,1,2,2,3,3,4,4,5,5,6,6-Tridecafluorononane",362.0340168,C9H7F13
2-((Perfluorooctyl)sulfonylaminomethyl)benzenesulfonate sodium,668.9572432,C15H8F17NO5S2
6-(Heptafluoropropyl)pyridine-3-carboxylic acid,291.0130258,C9H4F7NO2
"Glycine, N-ethyl-N-[(pentadecafluoroheptyl)sulfonyl]-",534.9934515,C11H8F15NO4S
"H-substituted Perfluoroalkyl (linear) carboxylic acids_i, n=8",495.9767369,C10H2F18O2
"Potassium 2,3,4,5-tetrachloro-6-[[[3-[[(tridecafluorohexyl)sulphonyl]oxy]phenyl]amino]carbonyl]benzoate",774.8462351,C20H6Cl4F13NO6S
Potassium N-ethyl-N-[(nonafluorobutyl)sulphonyl]glycinate,385.0030323,C8H8F9NO4S
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7-Pentadecafluorotridecane",454.0777734,C13H13F15
"perfluoroalkanesulfonamido quaternary ammonium alcohol, n=6",529.0830548,C13H18F13N2O3S
"[N(E),S(S)]-N-phenylmethyleneperfluorobutanesulfinamide",371.0026384,C11H6F9NOS
"Methyl N-(2,2,3,3,4,4,4-heptafluorobutanoyl)glycinate",285.0235905,C7H6F7NO3
"1-Ethenyl-4-(2,2,3,3,4,4,4-heptafluorobutoxy)benzene",302.0541623,C12H9F7O
Sodium 3-(methyl(3-(((tridecafluorohexyl)sulphonyl)amino)propyl)amino)propanesulphonate,592.0371297,C13H17F13N2O5S2
"1-Benzoyl-3,5-bis(perfluorohexyl)pyrazole",808.006496,C22H6F26N2O
"Cl-substituted perfluoroalkyl (linear) sulfonic acids_i, n=3",315.9207179,C4HClF8O3S
"Methyl 4-{[1,1,1,4,5,5,5-heptafluoro-3-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-4-(trifluoromethyl)pent-2-en-2-yl]oxy}benzoate",582.0123735,C17H7F17O3
"N-Cyclooctyl-1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonamide",409.0758033,C12H16F9NO2S
"1-Acetyl-3,5-bis(perfluorohexyl)pyrazole",745.990846,C17H4F26N2O
Perfluorobutyraldehyde,197.9915621,C4HF7O
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7-Pentadecafluoroheptadec-8-ene",508.1247236,C17H19F15
1-Methyl-2-(nonafluorobutyl)-1H-indole,349.0513031,C13H8F9N
"double bond-perfluoroalkyl alcohols, n=9",597.9660133,C12HF23O
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10-Henicosafluoropentacosane",730.2090432,C25H31F21
Perfluoro-1-butanesulfonyl chloride,317.9163815,C4ClF9O2S
6:2 Fluorotelomer unsaturated aldehyde,341.9914031,C8H2F12O
"3,4,4,5,5,6,6,7,7,8,8,8-Dodecafluorooct-2-enal",341.9914031,C8H2F12O
"n:2 perfluoroalkyl acrylates, n=11",696.0391782,C18H11F23O2
"Perfluoro-1,2-bis(perfluorocyclohexyl)ethane",661.9584832,C14F26
"Ethyl 2-(1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfinyl)prop-2-enoate",365.9972186,C9H7F9O3S
"1,1,2,2-Tetrafluoro-2-(pentafluoroethoxy)ethane-1-sulfonyl fluoride",317.9408466,C4F10O3S
"Ammonium 1,1,2,2,3,3,4,4,5,5,5-undecafluoropentane-1-sulphonate",349.9470748,C5HF11O3S
N-Ethyl-N-((tridecafluorohexyl)sulfonyl)glycine,484.9966451,C10H8F13NO4S
3:3 Fluorotelomer carboxylic acid,242.0177768,C6H5F7O2
"Sulfonamides, C4-8-alkane, perfluoro, N-[3-(dimethylamino)propyl], reaction products with acrylic acid",456.0765316,C12H17F9N2O4S
"1H,1H,8H-Perfluoro-1-octanol",382.0038595,C8H4F14O
"3-(tert-Butylsulfanyl)-2-ethyl-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)benzoic acid",406.0837479,C16H17F7O2S
"5-{[(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl)oxy]methyl}-1H-1,2,3-triazole",445.0459785,C11H8F13N3O
"N-Cyclohexyl-2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-heptadecafluorononanamide",545.0647434,C15H12F17NO
"2,2,3,3,4,4,4-Heptafluoro-N-(4-fluorophenyl)butanamide",307.0243394,C10H5F8NO
"Thymidine, 5'-O-[[4-(1H,1H,2H,2H-perfluorodecyl)phenyl]bis(4-methoxyphenyl)methyl]-, 3'-[2-cyanoethyl N,N-bis(1-methylethyl)phosphoramidite]",1190.325131,C50H52F17N4O8P
Trimethyl-3-[[(tridecafluorohexyl)sulphonyl]amino]propylammonium iodide,499.0724901,C12H16F13N2O2S
"(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl)silane",378.0109433,C8H7F13Si
"4,4,5,5,6,6,6-Heptafluoro-2-iodohexan-1-ol",353.9351602,C6H6F7IO
"1,1,1,2,2,3,3,4,4,5,5,6,6-Tridecafluoro-7-methyl-7-nitrooctane",407.019095,C9H6F13NO2
"N,N'-bis(Perfluorononanoyl)1,6-hexanediamine",1008.051237,C24H14F34N2O2
Undecafluoro(heptafluoropropyl)cyclohexane,449.9712576,C9F18
"1,1,1,2,2,3,3-Heptafluoro-4-(1,1,2,3,3,3-hexafluoropropoxy)butane",349.9976313,C7H3F13O
"1,1,1,2,2,3,3,4,4,5,5,6,6,12,12,13,13,14,14,15,15,16,16,17,17,17-Hexacosafluoro-8,10-diiodoheptadecane",959.8300295,C17H8F26I2
"2-Perfluoropropyl-5-phenyl-1,3,4-oxadiazole",314.0290102,C11H5F7N2O
"2,2,3,3,4,4,4-Heptafluoro-N-[3-(trifluoromethyl)phenyl]butanamide",357.0211458,C11H5F10NO
"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Heptadecafluoro-N-(2-oxocyclooctyl)octane-1-sulfonamide",623.0422934,C16H14F17NO3S
"7-(Heptafluoropropyl)-4,9-dimethoxy-5H-furo[3,2-g][1]benzopyran-5-one",414.0338208,C16H9F7O5
"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluoro-N-phenylnonanamide",539.0177932,C15H6F17NO
"Diethyl (3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-henicosafluorododecyl)phosphonate",684.034523,C16H14F21O3P
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10-Henicosafluoroicosane",660.1307929,C20H21F21
Potassium undecafluorocyclohexanesulphonate,361.9470748,C6HF11O3S
"(1r,4r)-4-(Nonafluorobutyl)cyclohexane-1-carboxylic acid",346.0615334,C11H11F9O2
"(1s,4s)-4-(Nonafluorobutyl)cyclohexane-1-carboxylic acid",346.0615334,C11H11F9O2
"1-Methyl-3-((perfluorobutyl)ethyl)-1H-imidazolium N,N-bis(perfluoromethansulfonyl)amide",330.0778522,C10H11F9N2
"2,3,3,3-Tetrafluoro-2-{1,1,2,3,3,3-hexafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(heptafluoropropoxy)propoxy]propoxy}propan-1-ol",647.9664072,C12H3F23O4
"5-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)-1H-indazole",286.0340956,C10H5F7N2
"Pentafluorosulfide Perfluoroalkyl (linear) sulfonic acids, n=3",357.9191456,C3HF11O3S2
1-(Perfluoro-n-octyl)tetradecane,616.1997803,C22H29F17
"3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctan-2-one",361.9976313,C8H3F13O
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,9,9,9-Octadecafluoro-8-iodononane",577.8835556,C9HF18I
1-Bromo-3-(tridecafluorohexyl)benzene,473.9288796,C12H4BrF13
"2,2,3,3,4,4,4-Heptafluoro-1-(piperidin-1-yl)butan-1-one",281.0650614,C9H10F7NO
"4-[(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl)sulfanyl]butane-1-thiol",468.0251085,C12H13F13S2
"1-Bromo-1,1,2,2,4,5,5,7,8,8,10,11,11,13,13,14,14,14-octadecafluoro-4,7,10-tris(trifluoromethyl)-3,6,9,12-tetraoxatetradecane",811.8548828,C13BrF27O4
NSC221106,324.0344895,C9H7F7N2O3
2-(Heptafluoropropyl)-6-nitro-1H-benzimidazole,331.0191738,C10H4F7N3O2
"Tris(3,3,4,4,5,5,6,6,6-nonafluorohexyl)stannane",861.9608065,C18H13F27Sn
"N-(Carboxymethyl)-N,N-dimethyl-3-(methyl((perfluorohexyl)ethylsulfonyl)amino)-1-propanaminium",584.1014445,C16H21F13N2O4S
"perfluoropentanesulfonamido amine sulfonic acid, n=5",586.0665381,C14H21F11N2O6S2
"perfluoropropanesulfonamido sulfonic acid, n=3",370.9732112,C6H8F7NO5S2
"H-substitued ,ether-substituted perfluoroalkyl (linear)sulfonic acids, n=5",447.9450241,C7H2F14O4S
(2-Carboxyethyl)-3-((perfluorooctyl)-2-hydroxypropyl)aminopropyldimethylammonium hydroxide,650.143722,C19H23F17N2O3
"(5E)-1,1,1,2,2,3,3,4,4-Nonafluorotetradec-5-ene",358.1343044,C14H19F9
"N-methyl perfluoroalkanesulfonamido quaternary ammonium, n=7",563.0849466,C14H18F15N2O2S
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluoro-10-iodoundecane",587.9242776,C11H6F17I
"Perfluoroalkyl (linear) sulfinate, n=6",383.9489666,C6HF13O2S
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9-Nonadecafluorononacosane",750.2904871,C29H41F19
5-Pentyl-2-[4-(tridecafluorohexyl)phenyl]pyridine,543.1231662,C22H18F13N
"3,3,4,4,5,5,5-Heptafluoro-1-phenylpentan-2-one",288.0385122,C11H7F7O
Perfluamine,520.9695412,C9F21N
"2,4,4,5,7,7,8,10,10,11,13,13,14,16,16,17,19,19,20,22,22,23,25,25,26,28,28,29,29,30,30,30-Dotriacontafluoro-2,5,8,11,14,17,20,23,26-nonakis(trifluoromethyl)-3,6,9,12,15,18,21,24,27-nonaoxatriacontan-1-oyl fluoride",1659.853338,C30F60O10
"Dichloromethyl[3-[1,2,2,2-tetrafluoro-1-(trifluoromethyl)ethoxy]propyl]silane",339.9687942,C7H9Cl2F7OSi
"(2E)-1,1,1,2,3,4,4,5,5,6,6,6-Dodecafluorohex-2-ene",299.9808384,C6F12
Perfluoro-2-hexene,299.9808384,C6F12
"1-(1,1,2,2,3,3,4,4,4-Nonafluorobutane-1-sulfonyl)-1H-benzotriazole",400.9880509,C10H4F9N3O2S
Ethyl nonafluoropentanoate,292.0145832,C7H5F9O2
"2,2,3,3,3-Pentafluoropropyl 4-methylbenzene-1-sulfonate",304.0192559,C10H9F5O3S
"perfluoroalkanesulfonamido sulfonate betaine A, n=7",656.0495862,C15H19F15N2O5S2
"1-bromo-1,1,2,2-tetrafluorooctane",264.0136761,C8H13BrF4
"4-(2,2,3,3,4,4,4-Heptafluorobutoxy)benzonitrile",301.0337612,C11H6F7NO
"N-(2,3-Dihydroxypropyl)-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-propyloctane-1-sulfonamide",615.0372081,C14H14F17NO4S
Perflubrodec,597.8848051,C10BrF21
"perfluoropentanesulfonamido amine carboxylic acid B, n=5",506.073338,C13H17F11N2O4S
4:2 Fluorotelomer alcohol,264.0196686,C6H5F9O
"Phosphonous acid, ethyl-, diethyl ester, compd. with 1,1,1,2,2,3,3-heptafluoro-3-iodopropane (1:1)",150.0809662,C6H15O2P
"1-[Bis(1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonyl)methanesulfonyl]-1,1,2,2,3,3,4,4,4-nonafluorobutane",861.8504113,C13HF27O6S3
"1H,8H-Perfluorooctane",401.9901013,C8H2F16
"2,3,3,3-Tetrafluoro-2-(heptafluoropropoxy)propanenitrile",310.9804238,C6F11NO
"Methoxydimethyl(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)silane",436.0528081,C11H13F13OSi
Octafluoronaphthalene,271.9872256,C10F8
"3,4,6-Trichloro-2-(2-chloro-4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-heptadecafluoroundecyl)phenyl acetate",731.9085198,C19H9Cl4F17O2
"1H,1H-Perfluoropropyl acrylate",204.0209704,C6H5F5O2
2-[Methyl[(perfluorododecyl)ethylsulfonyl]amino]ethyl 2-propenoate,839.0244337,C20H14F25NO4S
"4-{2-[2,4-Bis(2-methylbutan-2-yl)phenoxy]butanamido}-2-hydroxy-N-(nonafluorobutyl)benzamide",672.2609615,C31H37F9N2O4
"ether-substituted perfluoroalkyl (linear) caborxylic acids_i, n=5",429.9686169,C8HF15O3
"Potassium 2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)propionate",329.9750041,C6HF11O3
"2-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)-1H-imidazole",236.0184455,C6H3F7N2
2-(Heptadecafluorooctyl)thiophene,501.9684002,C12H3F17S
6-Nitro-2-(pentafluoroethyl)-1H-benzimidazole,281.0223674,C9H4F5N3O2
"2-Ethyl-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-3-(2-methylpropane-2-sulfonyl)benzoic acid",438.0735772,C16H17F7O4S
2-(Methyl((perfluorohexyl)methylsulfonyl)amino)ethyl 2-propenoate,525.0279452,C13H12F13NO4S
"1,3-Dichloro-1,1,2,2,3,3-hexafluoropropane",219.9281246,C3Cl2F6
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7-Pentadecafluorotetradecane",468.0934235,C14H15F15
"2-[(2,2,3,3,4,4,4-heptafluorobutanoyl)amino]benzoic acid",333.0235905,C11H6F7NO3
AC1LBTUH,501.0573723,C16H10F15N
"2,2,3,3,4,4,5,5,6,6,6-Undecafluorohexyl prop-2-enoate",354.0113896,C9H5F11O2
"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluoro-N-(2-hydroxyethyl)nonanamide",507.0127078,C11H6F17NO2
"1,1,1,2,2,3,3,4,4,5,5,6,6,15,15,16,16,17,17,18,18,19,19,20,20,20-Hexacosafluoro-8,13-diiodoicosane",1001.87698,C20H14F26I2
"ether-substituted perfluoroalkyl (linear) caborxylic acids_i, n=1",229.9813913,C4HF7O3
(2R)-2-(Acetyloxy)-3-(hexadecyloxy)propyl heptafluorobutanoate,554.2842218,C25H41F7O5
"Ethyl 4,4,5,5,6,6,6-heptafluoro-3-sulfanylhexanoate",302.0211477,C8H9F7O2S
"4-Chlorophenyl (2,2,3,3,4,4,4-heptafluorobutanoyl)sulfamate",402.9516035,C10H5ClF7NO4S
"1,1,2,2,3,3,4,4-Octafluoro-1-[(trifluoroethenyl)oxy]-4-(trifluoromethoxy)butane",381.967474,C7F14O2
"5,5,6,6,7,7,8,8,9,9,10,10,10-Tridecafluoro-2-methyldecan-2-ol",406.0602316,C11H11F13O
"multiple ether-substituted Perfluoroalkyl (linear) sulfonic acids, n=4",531.9273233,C8HF17O5S
N-Methyl-4-(nonafluorobutyl)aniline,325.0513031,C11H8F9N
"1,1,1,2,2,3,3,4,4,5,5,19,19,20,20,21,21,22,22,23,23,23-Docosafluorotricosane",720.1683212,C23H26F22
Perfluorobutanesulfonic acid (PFBS),299.9502684,C4HF9O3S
"Ethyl 4,4,5,5,6,6,7,7,8,8,9,9,9-tridecafluoro-2-iodononanoate",545.9361441,C11H8F13IO2
N-(Phenylmethyl)perfluorobutanamide,303.0494113,C11H8F7NO
2-(Perfluorooctyl)ethyldimethylchlorosilane,539.9968839,C12H10ClF17Si
"Bis(2,2,3,3,4,4,4-heptafluorobutyl) carbonate",425.9936888,C9H4F14O3
tetraethylammonium heptadecafluorooctanesulphonate,499.937494,C8HF17O3S
"methyl-(7,7,8,8,9,9,10,10,10-nonafluorodecyl)amine",333.1139033,C11H16F9N
Trimethyl{3-{4-[perfluoro-4-methyl-3-(propan-2-yl)pent-2-en-2-oxy]phenylsulfonylamino}propyl}ammonium iodide,703.0923177,C21H20F17N2O3S
1-Methoxy-3-(nonafluorobutyl)benzene,326.0353186,C11H7F9O
Sodium 2-((pentadecafluoroheptylsulphonylamino)methyl)benzenesulphonate,618.9604368,C14H8F15NO5S2
p-((Undecafluorohexenyl)oxy)benzenesulphonyl chloride,471.9394026,C12H4ClF11O3S
"5-(Heptafluoropropyl)-6-methylpyrimidine-2,4(1H,3H)-dione",294.0239248,C8H5F7N2O2
Methyl perfluoroheptanoate,377.9925459,C8H3F13O2
multiple H-substituted perfluoroalkyl sulfates n=2,225.9922922,C4H6F4O4S
"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluoro-N-[(4-sulfamoylphenyl)methyl]nonanamide",632.0062423,C16H9F17N2O3S
"4,4,5,5,6,6,7,7,8,8,9,9,9-Tridecafluoro-2-iodononan-1-ol",503.9255794,C9H6F13IO
"2-Propenoic acid, 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11-octadecafluorododecyl ester",564.0393372,C15H10F18O2
"Perfluoro-1,4-diiodobutane",453.7961716,C4F8I2
"2,3,3,3-Tetrafluoro-2-(heptafluoropropoxy)-N-(1-phenylethyl)propanamide",433.0535888,C14H10F11NO2
"(7E)-1,1,1,2,2,3,3,4,4,5,5,6,6,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,16-Triacontafluorohexadec-7-ene",763.9677461,C16H2F30
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12-Pentacosafluorooctadecane",704.0618054,C18H13F25
"Phosphonous acid, ethyl-, diethyl ester, compd. with 1,1,1,2,3,3,3-heptafluoro-2-iodopropane (1:1)",150.0809662,C6H15O2P
"1,8-Divinylperfluorooctane",454.0214014,C12H6F16
"2,3,3,3-Tetrafluoro-2-(1,1,2,2-tetrafluoro-2-(fluorosulphonyl)ethoxy)propionyl fluoride",345.9357612,C5F10O4S
"(7E)-1,1,1,2,2,3,3,4,4,5,5,6,6-Tridecafluorooctadec-7-ene",486.1592173,C18H23F13
"double bond-perfluoroalkyl (linear) carboxylic acids_n_1, n=9",625.9609279,C13HF23O2
((Perfluorooctyl)-2-hydroxypropyl)trimethylammonium iodide,536.0882185,C14H15F17NO
"2,2,3,3,4,4,4-Heptafluorobutyl acetate",242.0177768,C6H5F7O2
8:2 Fluorotelomer alcohol,464.0068942,C10H5F17O
"N-(Carboxymethyl)-N-[3-[[(perfluorooctyl)sulfonyl]amino]propyl]-N,N-bis(2-hydroxy-3-sulfopropyl)ammonium chloride, trisodium",890.0141658,C19H23F17N2O12S3
2'-Deoxy-5-(tridecafluorohexyl)uridine,546.0460381,C15H11F13N2O5
Tris(2-(perfluorododecyl)ethyl)phosphate,2035.92756,C42H12F75O4P
"Bis{4-[3,3,4,4,5,5,5-heptafluoro-2,2-bis(trifluoromethyl)pentyl]phenyl}(phenyl)phosphane",926.0652702,C32H17F26P
"3-(1,1,2,2,3,3,4,4,4-Nonafluorobutane-1-sulfonyl)propan-1-ol",341.9972186,C7H7F9O3S
"Difluoro[1,1,2,2-tetrafluoro-2-(nonafluorobutoxy)ethoxy]acetyl fluoride",447.9591951,C8F16O3
"N,N-Diethyl-2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)propanamide",385.0535888,C10H10F11NO2
Tripentacontafluoro-26-iodohexacosane,1445.819843,C26F53I
Perfluorononanesulfonate potassium,549.9343004,C9HF19O3S
Ethanaminium perfluoro-9-methyldecanoate,563.9641215,C11HF21O2
"N-ethyl perfluoropentanesulfonamido polyethylene glycol, n=5, m=8",773.2302921,C25H42F11NO11S
"3,3,4,4,5,5,6,6,6-Nonafluorohexyl carbonochloridate",325.9756109,C7H4ClF9O2
"4,4,5,5,6,6,6-Heptafluoro-1-phenylhex-1-yn-3-one",298.0228622,C12H5F7O
"2,3,4,4,4-Pentafluoro-3-(trifluoromethyl)butanoic acid",245.9927049,C5H2F8O2
"2-Propenoic acid, 4-[methyl[(tridecafluorohexyl)sulfonyl]amino]butyl ester",539.0435953,C14H14F13NO4S
"Phenol, 2,2'-[(1R,2R)-1,2-cyclohexanediylbis[(E)-nitrilomethylidyne]]bis[6-(1,1-dimethylethyl)-4-(heptadecafluorooctyl)-",1270.223387,C44H36F34N2O2
"multiple H-substituted, multiple ether-substituted perfluoroalkyl alcohols, n=4, m=20",1300.504974,C48H81F17O20
Methyl pentafluoropropionate,178.0053203,C4H3F5O2
"N-[3-(dimethylamino)propyl]-1,1,2,2,3,3,4,4,5,5,5-undecafluoropentane-1-sulphonamide monohydrochloride",434.0522086,C10H13F11N2O2S
(Perfluoro-n-octyl)ethane,448.0119796,C10H5F17
"Bis(2,2,3,3,4,4,5,5,6,6,7,7-Dodecafluoroheptyl)sulfosuccinate sodium salt",825.9764002,C18H10F24O7S
