Name,Monoisotopic_mass,Formula
"Butan-2-yl 2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)propanoate",386.0376043,C10H9F11O3
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,35,35,36,36,37,37,38,38,39,39,40,40,41,41,42,42,43,43,44,44,45,45,46,46,46-Pentacontafluorohexatetracontane",1546.264461,C46H44F50
"double bond-perfluoroalkyl alcohols, n=13",797.9532389,C16HF31O
"Sodium 2,3,3,4,4,5,5,6,6,6-decafluoro-2-(pentafluoroethyl)hexanoate",413.9737023,C8HF15O2
"1,1,1,2,2,3,3,4,4-Nonafluorotridecane",346.1343044,C13H19F9
1-Nitro-3-(undecafluoropentyl)benzene,391.0066386,C11H4F11NO2
"1,1,1,2,2,3,3,4,4,5,5,6,6-Tridecafluorotetracosane",572.2687678,C24H37F13
Sodium 3-(methyl{3-[(tridecafluorohexyl)amino]propyl}amino)propane-1-sulfonate,528.0752298,C13H17F13N2O3S
"Phosphinic acid, dibutyl-, 4-(2,2,3,3,4,4,4-heptafluorobutyl)phenyl ester",436.1402139,C18H24F7O2P
"N,N'-[Phosphinicobis(oxy-2,1-ethanediyl)]bis[N-ethyl-perfluorohexanesulfonamide]",1003.990527,C20H19F26N2O8PS2
"1-Undecanesulfonyl chloride, 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-nonadecafluoro-",595.9317136,C11H4ClF19O2S
3-(Perfluoro(13-methyl)tetradecyl)-2-hydroxypropyl acrylate,898.0056683,C21H9F31O3
"Perfluoroalkyl (linear) dicarboxylic acids, n=12",689.9569853,C14H2F24O4
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluoropentadecane",518.0902299,C15H15F17
1-Chloro-perfluorohexanesulfonic acid,415.9143307,C6HClF12O3S
"2,2,3,3,4,4,4-heptafluoro-1-phenylbutan-1-one",274.0228622,C10H5F7O
"Vinyl 1H,1H,3H-perfluoropropyl ether",158.0354776,C5H6F4O
"5-[1,2,2,2-Tetrafluoro-1-(heptafluoropropoxy)ethyl]uridine",528.0390609,C14H11F11N2O7
Ammonium bis[2-[ethyl[(pentadecafluoroheptyl)sulphonyl]amino]ethyl] phosphate,1103.98414,C22H19F30N2O8PS2
"5-[(Heptadecafluorononenyl)oxy]-1,3-benzenedicarboxylic acid",611.9865527,C17H5F17O5
(Perfluorooctyl)ethyl hydrogen fumarate,562.0072881,C14H7F17O4
"(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl) hydrogen maleate",562.0072881,C14H7F17O4
Perfluoro-13-(methyl)tetradecanoyl fluoride,765.9470106,C15F30O
"multiple H-substituted, multiple ether-substituted perfluoroalkyl alcohols, n=7, m=16",1424.380954,C46H65F29O16
"perfluoroalkanesulfonamido quaternary ammonium sulfonate carboxylate A, n=6",664.0582591,C16H21F13N2O7S2
Sodium perfluorodecanesulfonate,599.9311068,C10HF21O3S
"Methyl 2,3,3,3-tetrafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(heptafluoropropoxy)propoxy]propanoate",509.975988,C10H3F17O4
"3,3,4,4,5,5,5-heptafluoro-1-pyridin-2-ylpentan-2-one",289.0337612,C10H6F7NO
"4-(2,2,3,3,4,4,4-Heptafluorobutoxy)-1,2-dimethylpyridin-1-ium",306.0728864,C11H11F7NO
"multiple H-substituted, multiple ether-substituted perfluoroalkyl alcohols, n=4, m=19",1256.47876,C46H77F17O19
"4,8-dioxa-3H-perfluorononanoic acid (DONA)",395.9667251,C7HF13O4
"4-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)-3-(methanesulfinyl)-2-methylbenzoic acid",366.0160623,C12H9F7O3S
Perfluoro-3-methylbutyl iodide,395.8869082,C5F11I
(Perfluoro-3-methylbutyl)-2-hydroxypropyl acrylate,398.0376043,C11H9F11O3
3-(Heptafluoropropyl)-5-methyl-1H-pyrrole-2-carbaldehyde,277.0337612,C9H6F7NO
"N,N'-Phosphinicobis(oxy-2,1-ethanediyl)bis(N-ethyl-perfluoro-1-butanesulfonamide)",804.0033011,C16H19F18N2O8PS2
"1,1,1,2,6,7,7,7-Octafluoro-2,6-bis(heptafluoropropoxy)heptane-3,5-dione",639.9601789,C13H2F22O4
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7-Pentadecafluorotricosane",594.2342741,C23H33F15
"1,1,1,2,2,3,3,4,4,15,15,16,16,17,17,18,18,18-Octadecafluorooctadecane",578.1277582,C18H20F18
"1,1,2,2-Tetrahydroperfluorooctadecyl acrylate",917.9919101,C21H7F33O2
"(7E)-9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,16-Heptadecafluorohexadec-7-ene",530.0902299,C16H15F17
"3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl [3-(trimethoxysilyl)propyl]carbamate",569.0903158,C15H20F13NO5Si
"1,1,1,2,2,3,3,4,4,5,5,6,6-Tridecafluoro-8-iodohexadecane",586.0402152,C16H20F13I
3-(Heptafluoropropyl)-5-methyl-4-nitro-1H-pyrazole,295.0191738,C7H4F7N3O2
"3,5,7,7-Tetrachloro-2,2,3,4,4,5,6,6,7-nonafluoroheptanoic acid",427.8586939,C7HCl4F9O2
"5,5,6,6,7,7,8,8,9,9,10,10,10-Tridecafluorodecyl prop-2-enoate",446.0551462,C13H11F13O2
"2,2,3,3,4,4,5,5,5-Nonafluoropentyl acrylate",304.0145832,C8H5F9O2
Sodium perfluorovalerate,286.9730527,C5HF9NaO2
"n:2 fluorotelomer thio alkyl amido carboxylic acids, n=3",580.1065299,C17H21F13N2O3S
Methyl 4-(heptadecafluorooctyl)benzoate,554.0174589,C16H7F17O2
4-(Nonadecafluorononyl)benzoyl azide,615.0050976,C16H4F19N3O
"3,3,4,4-Tetrafluoro-2-butanol",146.0354776,C4H6F4O
(2S)-2-{Bis[4-(heptadecafluorooctyl)phenyl][(trimethylsilyl)oxy]methyl}pyrrolidine,1161.11625,C36H25F34NOSi
"[4-(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecyl)phenyl] diphenylphosphine",708.0874665,C28H18F17P
11-chloroperfluoro-3-oxaundecanesulfonyl fluoride,633.8921345,C10ClF21O3S
"1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-1-octanol",435.9755941,C8HF17O
"3,7-Bis(2-hydroxyethyl)-5-(((perfluorononyl)ethyl)oxy)-4,6-dioxa-3,7-diaza-5-phosphanonane-1,9-diol 5-oxide",800.096688,C19H24F19N2O8P
"ether-substituted Perfluoroalkyl (linear) sulfonic acids, n=3",315.945183,C4HF9O4S
Propan-2-yl heptadecafluorononanoate,506.0174589,C12H7F17O2
"N,N-Diethyl-2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-heptadecafluorononanamide",519.0490934,C13H10F17NO
Ethyl perfluorododecanoate,641.992228,C14H5F23O2
"N'-(3,3-Dimethyl-3,4-dihydroisoquinolin-1-yl)-2,2,3,3,4,4,4-heptafluorobutanehydrazide",385.1025095,C15H14F7N3O
"perfluoropentanesulfonamido amine carboxylic acid A, n=5",478.0420378,C11H13F11N2O4S
"Perfluoro(2-(2-propoxypropoxy)-1H,1H-propan-1-ol)",481.9810734,C9H3F17O3
2-(Perfluorooctyl)ethanthiol,479.9840503,C10H5F17S
Perfluoro(7-methyl)octanesulfonate potassium salt,549.9343004,C9HF19O3S
"3,4,4,5,5,5-Hexafluoro-2,2,3-tris(trifluoromethyl)pentanoic acid",413.9737023,C8HF15O2
"2-(2,2,3,3,4,4,4-Heptafluorobutanoyl)hydrazine-1-carboximidamide",270.0351582,C5H5F7N4O
"1,1,1,2,2,3,3,4,4-Nonafluorotetracosane",500.3064551,C24H41F9
"3,3,4,4,5,5,5-Heptafluoro-2-(pentafluoroethyl)-2-(trifluoromethyl)pentanoic acid",413.9737023,C8HF15O2
[(Nonafluorobutyl)disulfanyl]benzene,359.9688954,C10H5F9S2
TP_6657,635.9864287,C13H20F10O9P2S2
"double bond perfluoroalkyl (linear) sulfonic aicds, n=1",261.953462,C4HF7O3S
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10-Henicosafluorotricosane",702.1777431,C23H27F21
Bis[trimethyl-3-[[(undecafluoropentyl)sulphonyl]amino]propylammonium] sulphate,449.0756837,C11H16F11N2O2S
7-(Nonafluorobutyl)-1-benzothiophene,351.9968247,C12H5F9S
"Piperidine, 2,2,3,3,4,4,5,5,6,6-decafluoro-1-(pentafluoroethyl)-",382.979122,C7F15N
Perfluoropentanesulfonyl fluoride,351.9427384,C5F12O2S
"Methyl difluoro{1,1,2,2-tetrafluoro-2-[1,1,2,2-tetrafluoro-2-(trifluoromethoxy)ethoxy]ethoxy}acetate",425.9772898,C8H3F13O5
"1,1,1,3,3,3-Hexafluoropropan-2-yl nonafluorobutane-1-sulfonate",449.9406876,C7HF15O3S
"1,1,1,2,2,3,3-Heptafluoropentadecane",338.1844482,C15H25F7
"multiple H-substituted-ether-substituted-perfluoroalkyl (linear) carboxylic acids, n=7",457.999917,C10H5F15O3
"Bis[3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,17,18,18,18-dotriacontafluoro-17-(trifluoromethyl)octadecyl] hydrogen phosphate, compound with 2,2'-iminodiethanol (1:1)",1889.912069,C38H9F70O4P
"Bis[2-[ethyl[(perfluorooctyl)sulfonyl]amino]ethyl] (4-methyl-1,3-phenylene)-bis(carbamate)",1316.064914,C33H26F34N4O8S2
8-10-phosphinic,1001.910737,C18HF38O2P
"N-Dodecyl-2,2,3,3,4,4,4-heptafluorobutanamide",381.1902619,C16H26F7NO
"N-Ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadecafluoro-N-(11-{2-[2-(2-methoxyethoxy)ethoxy]ethyl}-2,5,8-trioxa-11-azatetradecan-14-yl)octane-1-sulfonamide",876.2312164,C27H41F17N2O8S
"Ethyl [(2,2,3,3,4,4,4-heptafluorobutanimidoyl)oxy]acetate",299.0392405,C8H8F7NO3
"1,1,2,2,3,3,4,4-Octafluorobutane-1-sulphonic acid",281.9596903,C4H2F8O3S
"Glycine, N-[(heptadecafluorooctyl)sulfonyl]-N-methyl-, chromium complex",969.6069008,C11H7Cl6Cr3F17NO6S
Chlorotrifluoroethylene,115.9640623,C2ClF3
"1-Propanesulfonic acid, 3-[[3-(dimethylamino)propyl][(heptadecafluorooctyl)sulfonyl]amino]-",706.0463926,C16H19F17N2O5S2
1-Chloro-8-iodoperfluorooctane,561.8477769,C8ClF16I
"n:2 fluorotelomer thio alkyl amido betaine-related, n=7",980.0809811,C25H21F29N2O3S
"3-[(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)oxy]propane-1,2-diol",338.056448,C9H11F9O3
"1,1,1,2,2,3,3,4,4-Nonafluorododecan-5-ol",348.113569,C12H17F9O
Bis[trimethyl-3-[[(pentadecafluoroheptyl)sulphonyl]amino]propylammonium] sulphate,549.0692965,C13H16F15N2O2S
"Calcium (3E)-6,6,7,7,8,8,8-heptafluoro-2,2-dimethyl-5-oxooct-3-en-3-olate (3Z)-6,6,7,7,8,8,8-heptafluoro-2,2-dimethyl-5-oxooct-3-en-3-olate (1/1/1)",296.064727,C10H11F7O2
N-Butylperfluorooctane-1-sulfonamide,555.0160787,C12H10F17NO2S
Ammonium 2-{[(nonafluorobutyl)sulfonyl]amino}ethanolate,342.9924676,C6H6F9NO3S
"2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-pentadecafluorooctyl hexadecanoate",638.2241033,C24H33F15O2
"2,3,3,3-Tetrafluoro-2-(perfluoroethoxy)propanoyl fluoride",281.9738612,C5F10O2
Heptadecafluorononanoyl bromide,525.8861069,C9BrF17O
"6-Bromo-1,1,1,2,2,3,3-heptafluoro-4,4-bis(trifluoromethyl)hexane",425.9288796,C8H4BrF13
Perfluorononane,487.968064,C9F20
"N-(Butan-2-yl)-2,2,3,3,4,4,4-heptafluorobutanamide",269.0650614,C8H10F7NO
"2-Ethyl-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-3-[(propan-2-yl)sulfanyl]benzoic acid",392.0680979,C15H15F7O2S
Perflunafene,461.9712576,C10F18
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12-Pentacosafluorohentriacontane",886.2652562,C31H39F25
"Potassium 3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecyl sulfate|1H,1H,2H,2H-Perfluorodecanol sulfate ammonium salt",543.9637088,C10H5F17O4S
"3-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)aniline",261.0388466,C9H6F7N
Bis((perfluorohexadecyl)ethyl) hydrogen phosphate,1789.918456,C36H9F66O4P
Potassium henicosafluorodecanesulphonate,599.9311068,C10HF21O3S
"1-Hexanesulfonamide, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-N-(4-hydroxybutyl)-N-methyl-",485.0330306,C11H12F13NO3S
"n:1:2 fluorotelomer betaine-related, n=7",931.0435311,C22H13F32NO2
Perfluorodecahydro-1-sec-butylnaphthalene,661.9584832,C14F26
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9-nonadecafluoro-11-iodoundecane",623.9054339,C11H4F19I
"1,1,1,2,2,3,3,4,4,5,5,6,6-Tridecafluorododecane",404.080967,C12H13F13
Phenyl nonafluorobutane-1-sulfonate,375.9815686,C10H5F9O3S
Pentafluoroiodoethane,245.896489,C2F5I
"Ethyl 2,3,3,3-tetrafluoro-2-(trifluoromethyl)propanoate",242.0177768,C6H5F7O2
"Butanoic acid, heptafluoro-, (4-methoxyphenyl)methyl ester",334.0439915,C12H9F7O3
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,11,11,12,12,13,13,14,14,14-Hexacosafluoro-9-iodotetradecane",791.8864313,C14H3F26I
"[3,3,4,4,5,6,6,6-octafluoro-5-(trifluoromethyl)hexyl] Prop-2-enoate",368.0270397,C10H7F11O2
"N-ethyl perfluorooctanesulfonamido polyethylene glycol, n=8, m=9",967.2469261,C30H46F17NO12S
"(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl)silanetriol",425.9956872,C8H7F13O3Si
Ethyl 3-methyl-5-(nonafluorobutyl)-1H-pyrazole-4-carboxylate,372.0520313,C11H9F9N2O2
"(Ethyl{3-[(1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexane-1-sulfonyl)amino]propyl}amino)oxidanide",500.0439296,C11H13F13N2O3S
"1H,6H-Perfluorohexane",301.9964885,C6H2F12
"multiple H-substituted, multiple ether-substituted perfluoroalkyl alcohols, n=7, m=12",1248.276095,C38H49F29O12
"multiple H-substituted, multiple ether-substituted perfluoroalkyl alcohols, n=3, m=5",540.1181404,C16H21F13O5
"3-(Butylsulfanyl)-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-2-methylbenzoic acid",392.0680979,C15H15F7O2S
N-(2-Hydroxyethyl)-N-methylperfluorohexanesulfonamide,457.0017305,C9H8F13NO3S
"3,3,4,5,5,5-Hexafluoro-2,2,4-tris(trifluoromethyl)pentanoic acid",413.9737023,C8HF15O2
3-(Heptafluoropropyl)oxolane,240.0385122,C7H7F7O
"(1Z,4Z,9Z,12E)-2,10-Di-tert-butyl-4,12-bis(heptafluoropropyl)-1,5,9,13-tetraazacyclohexadeca-1,4,9,12-tetraene",668.2559919,C26H34F14N4
"1,1,2,2-Tetrahydroperfluoro-1-octadecanol",863.9813454,C18H5F33O
S-(3-(Ethoxycarbonylaminomethyl)-3-(perfluorohexyl)propyl)sulfurothioate sodium,575.0105806,C13H14F13NO5S2
"2,2,3,3,4,4,5,5,5-Nonafluoropentanal hydrate (1:1)",247.9883685,C5HF9O
"N-[5-(Heptafluoropropyl)-1,3,4-thiadiazol-2-yl]acetamide",310.9963299,C7H4F7N3OS
2-(((Heptadecafluorooctyl)sulfonyl)methylamino)ethyl methacrylate,625.021558,C15H12F17NO4S
"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecyl beta-D-glucopyranosiduronic acid",640.0389822,C16H13F17O7
"3,3,4,4,5,5,6,6,7,8,8,8-Dodecafluoro-7-(trifluoromethyl)octyl prop-2-enoate",468.0206525,C12H7F15O2
Ethyl 2-(heptafluoropropyl)benzoate,318.0490769,C12H9F7O2
Perfluorononanoic acid (PFNA),463.9705087,C9HF17O2
Sodium [[[(heptadecafluorooctyl)sulphonyl]amino]methyl]benzenesulphonate,668.9572432,C15H8F17NO5S2
"1,12-Bis(perfluorodecyl)-n-dodecane",1206.120735,C32H24F42
"2,2,3,3,4,4,4-Heptafluoro-N-[(4-sulfamoylphenyl)methyl]butanamide",382.0222103,C11H9F7N2O3S
3-(Perfluoropropyl)propanol,228.0385122,C6H7F7O
"Diethyl 2,6-dihydroxy-2,6-bis(nonafluorobutyl)-4-phenyloxane-3,5-dicarboxylate",774.0921606,C25H20F18O7
3-(Perfluoro-7-methyloctyl)-2-hydroxypropyl acrylate,598.0248299,C15H9F19O3
"1,1,1,7,7,7-hexafluoro-2,6-bis(trifluoromethyl)hept-3-ene-2,6-diol",374.0176178,C9H6F12O2
Bis((perfluorotetradecyl)ethyl) hydrogen phosphate,1589.931231,C32H9F58O4P
Bis(2-hydroxyethyl)ammonium perfluorohexanesulfonate,399.9438812,C6HF13O3S
Lithium perfluorohexanesulfonate,399.9438812,C6HF13O3S
"1-Bromo-1,1,2,2,4,5,5,7,8,8,10,11,11,13,14,14,16,16,17,17,17-henicosafluoro-4,7,10,13-tetrakis(trifluoromethyl)-3,6,9,12,15-pentaoxaheptadecane",977.8402166,C16BrF33O5
"double bond-perfluoroalkyl (linear) carboxylic acids_n_1, n=5",425.9737023,C9HF15O2
"double bond-perfluoroalkyl (linear) carboxylic acids_5_n, n=1",425.9737023,C9HF15O2
"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluoro-N-pentylnonanamide",533.0647434,C14H12F17NO
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7-Pentadecafluorononadecane",538.1716738,C19H25F15
"Sodium 5,5,6,6,7,7,8,8,8-nonafluorooctane-1-sulfonate",356.0128687,C8H9F9O3S
Hexafluoroacetone,165.9853338,C3F6O
"Ethyl hydrogen (3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)phosphonate",456.0159973,C10H10F13O3P
((Perfluoro-13-methyltetradecyl)ethyl) acrylate,867.9951037,C20H7F31O2
Perfluoroundecane,587.9616768,C11F24
"4,5,5,5-Tetrafluoro-2-iodo-4-(trifluoromethyl)pentan-1-ol",353.9351602,C6H6F7IO
Bis((perfluorohexyl)ethyl)stannanone,829.9181928,C16H8F26OSn
"5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Heptadecafluoro-2-methyldodecan-2-ol",506.0538444,C13H11F17O
"4-Hydroxy-3-(hydroxyimino)-4-(nonafluorobutyl)-1,3,4,5-tetrahydro-2H-1,5-benzodiazepin-2-one",425.0421949,C13H8F9N3O3
"2-(N-(1,1-dihydroperfluoropentadecylsulfonyl)-N-methylamino)ethyl acrylate",925.0023964,C21H12F29NO4S
"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl 2-methylpropanoate",434.0551462,C12H11F13O2
"N,N,N-Tributylbutan-1-aminium nonafluorobutane-1-sulfonate",242.2847752,C16H36N
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,33,33,34,34,35,35,36,36,37,37,38,38,39,39,40,40,41,41,42,42,43,43,44,44,44-Pentacontafluorotetratetracontane",1518.233161,C44H40F50
(((Perfluorodecyl)ethylsulphonyl)methylamino)ethyl acrylate,739.0308209,C18H14F21NO4S
"1,1,2,2-Tetrafluoro-2-[(tridecafluorohexyl)oxy]ethane-1-sulfonic acid",515.9324086,C8HF17O4S
"Cyclohexanesulfonic acid, undecafluoro-, potassium salt (TSCA, DSL, AICS)",361.9470748,C6HF11O3S
Sodium 4-(perfluoro-2-(butan-2-yl)-3-ethyl-3-methylpent-1-en-1-yloxy)benzenesulfonate,753.954128,C18H5F23O4S
Trimethyl-3-((perfluorobutylsulphonyl)amino)propylammonium chloride,399.0788773,C10H16F9N2O2S
Octafluoropentanoic acid,245.9927049,C5H2F8O2
1-Nitro-4-(nonafluorobutyl)benzene,341.0098322,C10H4F9NO2
Perfluoropentane sulfonamido amine,434.0522086,C10H13F11N2O2S
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14-Nonacosafluorotetradecane",719.9615178,C14HF29
"2,2,3,3,4,4,5,5,5-Nonafluoro-1-(4-methylphenyl)pentan-1-one",338.0353186,C12H7F9O
"1,2-Dichloro(perfluoro-1-[(2-methoxyethoxy)methoxy]ethane)",417.9032877,C6Cl2F12O3
"2,2,3,3-Tetrafluoropropyl acrylate",186.0303922,C6H6F4O2
Perfluorooctanamidine,412.0056711,C8H3F15N2
"N,N-Diethylethanaminium heptadecafluorononanoate",463.9705087,C9HF17O2
"1-(4-Chlorophenyl)-2,3,3,3-tetrafluoro-2-(trifluoromethyl)propan-1-one",307.9838899,C10H4ClF7O
(Perfluoro-15-methylhexadecyl)ethyl dihydrogen phosphate,993.9444822,C19H6F35O4P
Ethyl perfluoropentanyl ketone,326.016475,C8H5F11O
"1H,1H-Perfluorobutyl methacrylate",268.0334269,C8H7F7O2
"1H,1H,2H,2H-Perfluorodecyltrichlorosilane",579.8876391,C10H4Cl3F17Si
"Diisopentyl 2-[(2,2,3,3,4,4,4-heptafluorobutanoyl)amino]succinate",469.1699203,C18H26F7NO5
"Di(propan-2-yl)(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)silane",462.1048437,C14H19F13Si
"n:2 fluorotelomer thio alkyl amido sulfonic acids, n=2",487.0533533,C13H18F9NO4S2
"Yttrium, tris(6,6,7,7,8,8,8-heptafluoro-2,2-dimethyl-3,5-octanedionato-?O,?O')- (9CI)",296.064727,C10H11F7O2
6:2 Fluorotelomer sulfonate,427.9751814,C8H5F13O3S
6:2 Fluorotelomer sulfonic acid,427.9751814,C8H5F13O3S
"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadecafluorononadecane",574.1528301,C19H23F17
"N,N-dimethyl-2H-perfluoroethanamine",145.051462,C4H7F4N
Perfluoro-13-methyltetradecanoic acid compd. with ethanamine,763.9513471,C15HF29O2
"8H,8H-Perfluoropentadecane-7,9-dione",707.9639625,C15H2F26O2
"perfluoroalkanesulfonamido sulfonate betaine E, n=5",616.0771028,C15H23F11N2O7S2
Potassium N-ethyl-N-[(undecafluoropentyl)sulphonyl]glycinate,434.9998387,C9H8F11NO4S
2-(Henicosafluorodecyl)-1H-imidazole,585.9960903,C13H3F21N2
Er(hfc)3,348.0960271,C14H15F7O2
"Lithium 4,4,5,5,6,6-hexafluoro-1,1,3,3-tetraoxo-1lambda~6~,3lambda~6~,2-dithiazinan-2-ide",292.9251182,C3HF6NO4S2
"1-Hexanesulfonyl chloride, 3,3,4,4,5,5,6,6,6-nonafluoro-",345.9476816,C6H4ClF9O2S
"1,3-Bis(2,2,3,3,4,4,4-heptafluorobutoxy)propan-2-ol",456.040639,C11H10F14O3
"Lithium 5,5,6,6,7,7,8,8,8-nonafluorooctane-1-sulfonate",356.0128687,C8H9F9O3S
"N-[2-(3,4-Dimethoxyphenyl)ethyl]-2,2,3,3,4,4,4-heptafluorobutanamide",377.0861907,C14H14F7NO3
Perfluoroeicosanoic acid,1013.935379,C20HF39O2
Sodium 4-(perfluoro(2-methylpent-2-en-3-yl)oxy)benzene-1-sulfonate,453.9732896,C12H5F11O4S
Perfluoro tert-butylcyclohexane,499.968064,C10F20
"Sulfonamides, C4-8-alkane, perfluoro, N-[3-(dimethyloxidoamino)propyl], potassium salts",401.0581419,C9H14F9N2O3S
"perfluoroalkanesulfonamido sulfonate betaine D, n=3",470.0780107,C12H21F7N2O5S2
"3-[(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)oxy]-2-methylprop-1-ene",240.0385122,C7H7F7O
3-(Perfluorohexyl)-5-phenyl-1H-pyrazole,462.0401648,C15H7F13N2
(Perfluoroheptanoyl)acetone,404.008196,C10H5F13O2
N-Heptafluorobutyrylproline,329.0053536,C9H7ClF7NO2
"2,2,3,4,4,5,5,5-Octafluoro-3-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)pentanoic acid",413.9737023,C8HF15O2
"1-Propanone, 2,3,3,3-tetrafluoro-1-phenyl-2-(trifluoromethyl)-",274.0228622,C10H5F7O
"4-(Perfluorobutyl)-3,3-difluorobutanesulfonyl chloride",409.9601381,C8H6ClF11O2S
"1,1,1,2,2,3,3,4,4,5,5,6,6,9,9,10,10,11,11,12,12,13,13,14,14,14-Hexacosafluoro-7-iodotetradecane",791.8864313,C14H3F26I
Potassium bis(perfluorohexyl)difluoroborate,686.9645951,C12BF28
HFPO hexamer acid fluoride,995.9120029,C18F36O6
"5-Bromo-5'-(tridecafluorohexyl)-2,2'-bithiophene",561.8730211,C14H4BrF13S2
"4-(Perfluoro(4-ethyl-3,4-dimethylhex-2-en-2-yl)oxy)benzene-1-sulfonyl chloride",671.9266282,C16H4ClF19O3S
Methyl perfluoro-3-(3-methoxypropoxy)-3H-propanoate,391.991797,C8H4F12O4
"2-Propenoic acid, 2-methyl-, 2-[ethyl[(pentadecafluoroheptyl)sulfonyl]amino]ethyl ester",589.0404017,C15H14F15NO4S
2-[[[[2-methyl-5-[[[4-[methyl[(undecafluoropentyl)sulphonyl]amino]butoxy]carbonyl]amino]phenyl]amino]carbonyl]oxy]propyl methacrylate,753.1577959,C26H30F11N3O8S
"3-(12,12,13,13,14,14,15,15,15-Nonafluoropentadecyl)benzene-1,2-diol",482.1867339,C21H27F9O2
"1,1,2,2-Tetrafluoro-3-iodopropane",241.9215609,C3H3F4I
"Bis-(1H,1H,7H-perfluoroheptyl) (1S,3R)-camphorate",828.0978359,C24H20F24O4
6:2 Fluorotelomer acrylate,418.0238461,C11H7F13O2
"17-Oxoestra-1,3,5(10)-trien-3-yl heptafluorobutanoate",466.1378919,C22H21F7O3
"multiple double bond-perfluoroalkyl (linear) carboxylic acids, n=0",187.9896703,C5HF5O2
"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluoro-2-methyldecan-1-ol",478.0225442,C11H7F17O
1-Bromopentadecafluoroheptane,447.8943859,C7BrF15
N-2-Pyrimidinylperfluoro-2-(2-propoxypropoxy)propanamide,572.9981204,C13H4F17N3O3
"Carbamic acid, [5-[[[2-[[(heptadecafluoroisooctyl)sulfonyl]methylamino]ethoxy]carbonyl]amino]-2-methylphenyl]-, 9-octadecenyl ester",999.3148865,C38H50F17N3O6S
"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecyl pyridine-3-carboxylate",569.0283579,C16H8F17NO2
"N-Ethyl-1,1,2,2,3,3,4,4,4-nonafluoro-N-methylbutane-1-sulfonamide",341.013203,C7H8F9NO2S
Pentafluoroethane-1-sulfonyl chloride,217.9227687,C2ClF5O2S
Perfluoro-2(1-propoxy)perfluoropropanamide,328.9909885,C6H2F11NO2
"(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Henicosafluorododecyl)(trimethoxy)silane",668.029863,C15H13F21O3Si
"double bond-, H-, ether-substituted perfluoroalkyl (linear) carboyxlic acids, n=9",637.9809144,C14H4F22O3
